	origin	familyOrigin	homologueTaxon	symbol	aliases	diseases	diseaseCategories	name	ncbiId	commentCause	uniprot	functionalClusters	expressionChange	ensembl	methylationCorrelation
306	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	HDAC1	['GON-10', 'HD1', 'KDAC1', 'RPD3', 'RPD3L1']	[]	[]	histone deacetylase 1	3065	{'5': 'Gene activity modulation increases non-mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '11': 'Age-related changes in gene expression / protein activity in non-mammals', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '16': 'Gene activity modulation decreases non-mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	HDAC1_HUMAN	[{'id': 15, 'name': 'epigenetic changes'}, {'id': 27, 'name': 'signaling'}, {'id': 31, 'name': 'nervous system'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 56, 'name': 'apoptosis'}, {'id': 61, 'name': 'protein modification'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000116478	
307		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	HSPA9	['CRP40', 'CSA', 'EVPLS', 'GRP-75', 'GRP75', 'HEL-S-124m', 'HSPA9B', 'MOT', 'MOT2', 'MTHSP75', 'PBP74', 'SAAN', 'SIDBA4']	{'189': {'icdCode': 'D64.0', 'icdName': 'Hereditary sideroblastic anaemia', 'name': 'Anemia, sideroblastic'}, '190': {'icdCode': 'XVII', 'icdName': 'Congenital malformations, deformations and chromosomal abnormalities', 'name': 'Even-plus syndrome'}}	{'763': {'icdCode': 'D60-D64', 'icdCategoryName': 'Aplastic and other anaemias'}}	heat shock 70kDa protein 9 (mortalin)	3313	{'5': 'Gene activity modulation increases non-mammalian lifespan'}	GRP75_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 33, 'name': 'hemopoiesis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 7, 'name': 'cell differentiation'}]	0	ENSG00000113013	
308		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	MT-CO1	['COI', 'MTCO1']	{'17': {'icdCode': 'C15-C26', 'icdName': 'Malignant neoplasms of digestive organs', 'name': 'Colorectal cancer'}, '194': {'icdCode': 'H90.3', 'icdName': 'Sensorineural hearing loss, bilateral', 'name': 'Deafness, nonsyndromic sensorineural, mitochondrial'}, '195': {'icdCode': 'E88.8', 'icdName': 'Other specified metabolic disorders', 'name': 'Mitochondrial complex iv deficiency'}, '196': {'icdCode': 'R82.1', 'icdName': 'Myoglobinuria', 'name': 'Myoglobinuria, recurrent'}}	{'757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '795': {'icdCode': 'H90-H95', 'icdCategoryName': 'Other disorders of ear'}, '798': {'icdCode': 'R80-R82', 'icdCategoryName': 'Abnormal findings on examination of urine, without diagnosis'}}	mitochondrially encoded cytochrome c oxidase I	4512	{'5': 'Gene activity modulation increases non-mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '14': 'Other evidence'}	COX1_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 53, 'name': 'carcinogenesis'}, {'id': 56, 'name': 'apoptosis'}]	3	ENSG00000198804	
309		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	HSPD1	['CPN60', 'GROEL', 'HLD4', 'HSP-60', 'HSP60', 'HSP65', 'HuCHA60', 'SPG13']	{'197': {'icdCode': 'E75.2', 'icdName': 'Other sphingolipidosis', 'name': 'Leukodystrophy, hypomyelinating'}, '198': {'icdCode': 'G11.4', 'icdName': 'Hereditary spastic paraplegia', 'name': 'Spastic paraplegia'}}	{'660': {'icdCode': 'G10-G14', 'icdCategoryName': 'Systemic atrophies primarily affecting the central nervous system'}, '757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}}	heat shock 60kDa protein 1 (chaperonin)	3329	{'8': 'Age-related changes in gene expression/protein activity in mammals'}	CH60_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}]	1	ENSG00000144381	
310		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	HSPA1A	['HEL-S-103', 'HSP70-1', 'HSP70-1A', 'HSP70-2', 'HSP70.1', 'HSP70.2', 'HSP70I', 'HSP72', 'HSPA1']	[]	[]	heat shock 70kDa protein 1A	3303	{'6': 'Gene activity modulation increases mammalian lifespan', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment'}	HSP71_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 12, 'name': 'cytoskeleton organization'}, {'id': 13, 'name': 'proteostasis'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}]	1	ENSG00000204389	
311		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	HSPA1B	['HSP70-1', 'HSP70-1B', 'HSP70-2', 'HSP70.1', 'HSP70.2', 'HSP72', 'HSPA1', 'HSX70']	[]	[]	heat shock 70kDa protein 1B	3304	{'6': 'Gene activity modulation increases mammalian lifespan', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment'}	HSP71_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 12, 'name': 'cytoskeleton organization'}, {'id': 13, 'name': 'proteostasis'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}]	1		
312		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Tetrapoda	AGPAT2	['1-AGPAT2', 'BSCL', 'BSCL1', 'LPAAB', 'LPAAT-beta']	{'218': {'icdCode': 'E88.1', 'icdName': 'Lipodystrophy, not elsewhere classified', 'name': 'Lipodystrophy, congenital generalized'}}	{'757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}}	1-acylglycerol-3-phosphate O-acyltransferase 2	10555	{'4': 'Association of the gene with accelerated aging in humans'}	PLCB_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 26, 'name': 'inflammation'}]	0	ENSG00000169692	
313		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	EEF1A1	['CCS-3', 'CCS3', 'EE1A1', 'EEF-1', 'EEF1A', 'EF-Tu', 'EF1A', 'GRAF-1EF', 'LENG7', 'PTI1', 'eEF1A-1']	[]	[]	eukaryotic translation elongation factor 1 alpha 1	1915	{'11': 'Age-related changes in gene expression / protein activity in non-mammals'}	EF1A1_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 3, 'name': 'transcription regulation'}]	0	ENSG00000156508	
314		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	APEX1	['APE', 'APE1', 'APEN', 'APEX', 'APX', 'HAP1', 'REF1']	[]	[]	APEX nuclease (multifunctional DNA repair enzyme) 1	328	{'8': 'Age-related changes in gene expression/protein activity in mammals'}	APEX1_HUMAN	[{'id': 16, 'name': 'building and protection of telomeres'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}]	2	ENSG00000100823	
315	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	HDAC2	['HD2', 'KDAC2', 'RPD3', 'YAF1']	[]	[]	histone deacetylase 2	3066	{'5': 'Gene activity modulation increases non-mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '14': 'Other evidence', '17': 'Modulation of gene activity enhances age-related deterioration'}	HDAC2_HUMAN	[{'id': 15, 'name': 'epigenetic changes'}, {'id': 37, 'name': 'proteolysis'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000196591	
316		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	SIRT6	['SIR2L6']	[]	[]	sirtuin 6	51548	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '11': 'Age-related changes in gene expression / protein activity in non-mammals', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '15': 'Gene activity modulation decreases mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	SIRT6_HUMAN	[{'id': 15, 'name': 'epigenetic changes'}, {'id': 16, 'name': 'building and protection of telomeres'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 7, 'name': 'cell differentiation'}, {'id': 8, 'name': 'glucose metabolism'}]	3	ENSG00000077463	
317		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Bilateria	CISD2	['ERIS', 'Miner1', 'NAF-1', 'WFS2', 'ZCD2']	{'284': {'icdCode': 'E34.8', 'icdName': 'Other specified endocrine disorders', 'name': 'Wolfram syndrome 2'}}	{'686': {'icdCode': 'E20-E35', 'icdCategoryName': 'Disorders of other endocrine glands'}}	CDGSH iron sulfur domain 2	493856	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment'}	CISD2_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 32, 'name': 'autophagy'}, {'id': 9, 'name': 'calcium homeostasis'}]	1	ENSG00000145354	
318	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Bilateria	SIRT7	['SIR2L7']	[]	[]	sirtuin 7	51547	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '11': 'Age-related changes in gene expression / protein activity in non-mammals', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '15': 'Gene activity modulation decreases mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	SIR7_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 14, 'name': 'transport'}, {'id': 20, 'name': 'nucleus structure'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 7, 'name': 'cell differentiation'}, {'id': 8, 'name': 'glucose metabolism'}]	3	ENSG00000187531	
319		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Euteleostomi	SIRT3	['SIR2L3']	[]	[]	sirtuin 3	23410	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '11': 'Age-related changes in gene expression / protein activity in non-mammals', '15': 'Gene activity modulation decreases mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	E9PK80_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 21, 'name': 'insulin sensitivity'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 61, 'name': 'protein modification'}]	3	ENSG00000142082	
320		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Bilateria	HTRA2	['MGCA8', 'OMI', 'PARK13', 'PRSS25']	{'177': {'icdCode': 'G20', 'icdName': 'Parkinson disease', 'name': 'Parkinson disease'}}	{'783': {'icdCode': 'G20-G26', 'icdCategoryName': 'Extrapyramidal and movement disorders'}}	HtrA serine peptidase 2	27429	{'8': 'Age-related changes in gene expression/protein activity in mammals'}	HTRA2_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 31, 'name': 'nervous system'}, {'id': 32, 'name': 'autophagy'}, {'id': 37, 'name': 'proteolysis'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}]	3	ENSG00000115317	positive
321		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		HPGD	['15-PGDH', 'PGDH', 'PGDH1', 'PHOAR1', 'SDR36C1']	{'304': {'icdCode': 'Q68.1', 'icdName': 'Congenital deformity of hand', 'name': 'Digital clubbing, isolated congenital'}, '305': {'icdCode': 'M89.4', 'icdName': 'Other hypertrophic osteoarthropathy', 'name': 'Hypertropic osteoarthropathy, primary'}}	{'775': {'icdCode': 'Q65-Q79', 'icdCategoryName': 'Congenital malformations and deformations of the musculoskeletal system'}, '839': {'icdCode': 'M80-M94', 'icdCategoryName': 'Osteopathies and chondropathies'}}	15-hydroxyprostaglandin dehydrogenase	3248	{'8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment'}	PGDH_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 26, 'name': 'inflammation'}, {'id': 36, 'name': 'muscle health'}, {'id': 37, 'name': 'proteolysis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}]	2	ENSG00000164120	
322		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		ME3	['NADP-ME']	[]	[]	malic enzyme 3	10873	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment'}		[{'id': 25, 'name': 'oxidation/antioxidant function'}]	0	ENSG00000151376	
323	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		TUBB6	['FPVEPD', 'HsT1601', 'TUBB-5']	[]	[]	tubulin beta 6 class V	84617	{'10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment', '17': 'Modulation of gene activity enhances age-related deterioration'}		[{'id': 12, 'name': 'cytoskeleton organization'}, {'id': 5, 'name': 'cell cycle'}]	0	ENSG00000176014	
324		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		CYC1	['MC3DN6', 'UQCR4']	{'339': {'icdCode': 'G71.3', 'icdName': 'Mitochondrial myopathy, not elsewhere classified', 'name': 'Mitochondrial complex iii deficiency, nuclear type 6'}}	{'773': {'icdCode': 'G70-G73', 'icdCategoryName': 'Diseases of myoneural junction and muscle'}}	cytochrome c1	1537	{'9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment'}		[{'id': 11, 'name': 'mitochondrial function'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 53, 'name': 'carcinogenesis'}, {'id': 5, 'name': 'cell cycle'}]	0	ENSG00000179091	
325		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		GPCPD1	['EDI3', 'GDE5', 'GDPD6', 'PREI4']	[]	[]	glycerophosphocholine phosphodiesterase 1	56261	{'8': 'Age-related changes in gene expression/protein activity in mammals'}		[{'id': 36, 'name': 'muscle health'}]	3	ENSG00000125772	
326		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		PPM1H	['ARHCL1', 'NERPP-2C', 'URCC2']	[]	[]	protein phosphatase, Mg2+/Mn2+ dependent 1H	57460	{'9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence'}		[{'id': 31, 'name': 'nervous system'}, {'id': 53, 'name': 'carcinogenesis'}, {'id': 56, 'name': 'apoptosis'}]	1	ENSG00000111110	
327		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		UROS	['UROIIIS']	{'371': {'icdCode': 'E80.0', 'icdName': 'Hereditary erythropoietic porphyria', 'name': 'Porphyria, congenital erythropoietic'}}	{'757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}}	uroporphyrinogen III synthase	7390	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans'}		[{'id': 33, 'name': 'hemopoiesis'}]	1	ENSG00000188690	positive
328		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		MTHFR	[]	{'69': {'icdCode': 'F20', 'icdName': 'Schizophrenia', 'name': 'Schizophrenia'}, '210': {'icdCode': 'C26.9', 'icdName': 'Malignant neoplasm: Ill-defined sites within the digestive system', 'name': 'Gastrointestinal stromal tumor'}, '382': {'icdCode': 'Q05.0', 'icdName': 'Cervical spina bifida with hydrocephalus', 'name': 'Neural tube defects, folate-sensitive'}, '383': {'icdCode': 'E72.1', 'icdName': 'Disorders of sulfur-bearing amino-acid metabolism', 'name': 'Homocystinuria due to deficiency of n(5,10)-methylenetetrahydrofolate reductase activity'}, '384': {'icdCode': 'D68', 'icdName': 'Other coagulation defects', 'name': 'Thrombophilia'}}	{'757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '770': {'icdCode': 'D65-D69', 'icdCategoryName': 'Coagulation defects, purpura and other haemorrhagic conditions'}, '792': {'icdCode': 'Q00-Q07', 'icdCategoryName': 'Congenital malformations of the nervous system'}, '850': {'icdCode': 'F20-F29', 'icdCategoryName': 'Schizophrenia, schizotypal and delusional disorders'}}	methylenetetrahydrofolate reductase	4524	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '9': 'Age-related changes in gene expression/protein activity in humans', '14': 'Other evidence', '17': 'Modulation of gene activity enhances age-related deterioration'}		[{'id': 15, 'name': 'epigenetic changes'}, {'id': 62, 'name': 'amino acid metabolism'}, {'id': 6, 'name': 'embryonic development'}]	0	ENSG00000177000	
329		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}		MTRR	['MSR', 'cblE']	{'210': {'icdCode': 'C26.9', 'icdName': 'Malignant neoplasm: Ill-defined sites within the digestive system', 'name': 'Gastrointestinal stromal tumor'}, '382': {'icdCode': 'Q05.0', 'icdName': 'Cervical spina bifida with hydrocephalus', 'name': 'Neural tube defects, folate-sensitive'}, '386': {'icdCode': 'E72.1', 'icdName': 'Disorders of sulfur-bearing amino-acid metabolism', 'name': 'Homocystinuria-megaloblastic anemia, cble complementation type'}}	{'757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '792': {'icdCode': 'Q00-Q07', 'icdCategoryName': 'Congenital malformations of the nervous system'}}	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	4552	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '10': 'Gene regulates aging-related genes', '14': 'Other evidence'}		[{'id': 15, 'name': 'epigenetic changes'}, {'id': 62, 'name': 'amino acid metabolism'}]	0	ENSG00000124275	
